geneId,msEntrez,geneSymbol,DSI,DPI,diseaseId,diseaseName,diseaseType,diseaseClass,diseaseSemanticType,score,EI,YearInitial,YearFinal,NofPmids,source
5243,66475,ABCB1,0.371,0.828,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.4,1,2007,2016,12,PSYGENET
5595,11434,MAPK3,0.429,0.828,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.31,1,2001,2012,6,PSYGENET
5743,11544,PTGS2,0.338,0.897,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.35,1,2003,2014,6,PSYGENET
6281,12696,S100A10,0.598,0.552,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.58,1,2006,2015,10,PSYGENET
6281,12696,S100A10,0.598,0.552,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.58,1,2006,2015,10,RGD
6285,66411,S100B,0.443,0.862,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.54,1,1996,2011,6,PSYGENET
6285,66411,S100B,0.443,0.862,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.54,1,1996,2011,6,RGD
6530,13016,SLC6A2,0.534,0.724,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.6,0.8,2008,2018,16,PSYGENET
6530,13016,SLC6A2,0.534,0.724,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.6,0.8,2008,2018,16,RGD
6531,13016,SLC6A3,0.484,0.69,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.39,1,2008,2016,11,PSYGENET
6532,13016,SLC6A4,0.446,0.724,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.6,1,1997,2018,291,PSYGENET
6532,13016,SLC6A4,0.446,0.724,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.6,1,1997,2018,291,RGD
6571,64138,SLC18A2,0.575,0.621,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.34,1,2006,2014,6,PSYGENET
6622,110197,SNCA,0.513,0.793,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.23,1,2009,2017,4,RGD
6623,110197,SNCG,0.59,0.483,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.2,,2009,2009,1,RGD
6863,13478,TAC1,0.473,0.793,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.34,1,2000,2015,9,PSYGENET
7054,209354,TH,0.498,0.759,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.5,0.8,2002,2014,5,RGD
7124,13874,TNF,0.263,0.966,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.4,1,2002,2016,18,PSYGENET
7166,58193,TPH1,0.611,0.586,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.59,1,2004,2014,13,PSYGENET
7166,58193,TPH1,0.611,0.586,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.59,1,2004,2014,13,RGD
7200,16204,TRH,0.547,0.621,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.34,1,1983,2015,6,PSYGENET
7422,229906,VEGFA,0.298,0.897,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.35,1,2009,2016,8,PSYGENET
7844,110355,RNF103,0.857,0.138,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.2,,2000,2000,1,RGD
8863,12615,PER3,0.607,0.517,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.32,1,2009,2016,4,PSYGENET
8864,12615,PER2,0.548,0.793,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.35,1,2010,2016,7,PSYGENET
9048,12894,ARTN,0.592,0.759,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.32,1,2008,2013,6,PSYGENET
9456,13645,HOMER1,0.69,0.241,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.32,1,2011,2016,4,PSYGENET
9575,14027,CLOCK,0.505,0.897,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.37,1,2000,2017,12,PSYGENET
9722,14180,NOS1AP,0.652,0.345,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.22,1,2009,2016,3,RGD
9927,14463,MFN2,0.541,0.759,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.2,,2012,2012,1,RGD
10014,75612,HDAC5,0.636,0.552,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.5,0.5,2006,2014,2,RGD
10522,16398,DEAF1,0.6,0.552,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.31,1,2005,2016,5,PSYGENET
23286,74351,WWC1,0.663,0.552,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.31,1,2011,2016,2,PSYGENET
27185,20662,DISC1,0.592,0.552,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.4,1,2007,2016,13,PSYGENET
27445,24044,PCLO,0.656,0.448,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.37,0.6,2010,2016,7,PSYGENET
51083,93872,GAL,0.529,0.759,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.37,1,2006,2015,11,PSYGENET
79068,83560,FTO,0.519,0.828,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.35,0.5,2012,2016,5,PSYGENET
80114,246691,BICC1,0.685,0.448,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.34,1,2010,2016,4,PSYGENET
121278,228911,TPH2,0.562,0.552,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.4,1,2005,2016,26,PSYGENET
351,11448,APP,0.43,0.862,C0011573,Endogenous depression,disease,F03,Mental or Behavioral Dysfunction,0.3,1,2010,2010,1,PSYGENET
1387,15450,CREBBP,0.451,0.862,C0011573,Endogenous depression,disease,F03,Mental or Behavioral Dysfunction,0.3,1,2010,2010,1,PSYGENET
2778,21832,GNAS,0.443,0.793,C0011573,Endogenous depression,disease,F03,Mental or Behavioral Dysfunction,0.3,1,2010,2010,1,PSYGENET
10016,14718,PDCD6,0.69,0.31,C0011573,Endogenous depression,disease,F03,Mental or Behavioral Dysfunction,0.3,1,2010,2010,1,PSYGENET
9001,107581,HAP1,0.667,0.552,C0011573,Endogenous depression,disease,F03,Mental or Behavioral Dysfunction,0.2,,,,0,MGD
27185,20662,DISC1,0.592,0.552,C0011573,Endogenous depression,disease,F03,Mental or Behavioral Dysfunction,0.2,,2007,2007,1,MGD
121278,228911,TPH2,0.562,0.552,C0011573,Endogenous depression,disease,F03,Mental or Behavioral Dysfunction,0.5,,2008,2013,3,MGD
2,11364,A2M,0.564,0.724,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.31,1,1987,2000,2,PSYGENET
15,11370,AANAT,0.696,0.414,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.3,1,2001,2001,1,PSYGENET
111,17025,ADCY5,0.645,0.448,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.31,1,2010,2013,2,PSYGENET
113,17025,ADCY7,0.685,0.345,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.32,1,2006,2012,2,PSYGENET
114,17025,ADCY8,0.735,0.345,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.31,1,2013,2013,1,PSYGENET
116,17025,ADCYAP1,0.598,0.586,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.31,1,2010,2015,4,PSYGENET
117,17025,ADCYAP1R1,0.633,0.483,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.01,1,2013,2013,1,PSYGENET
150,229665,ADRA2A,0.633,0.414,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.33,0.75,2001,2011,4,PSYGENET
153,229665,ADRB1,0.586,0.586,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.31,1,2008,2015,2,PSYGENET
156,229665,GRK2,0.58,0.517,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.01,1,2010,2010,1,PSYGENET
183,11846,AGT,0.406,0.862,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.33,1,2005,2015,5,PSYGENET
207,109900,AKT1,0.355,0.862,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.32,1,2012,2016,5,PSYGENET
238,11977,ALK,0.448,0.724,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.3,1,2008,2008,1,PSYGENET
351,11448,APP,0.43,0.862,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.33,0.8,1999,2016,5,PSYGENET
353,11448,APRT,0.453,0.724,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.32,1,1985,2014,5,PSYGENET
361,17101,AQP4,0.525,0.793,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.3,1,2014,2014,1,PSYGENET
367,71991,AR,0.38,0.793,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.39,0.8,1994,2014,5,PSYGENET
406,12843,ARNTL,0.569,0.621,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.35,1,2009,2017,3,PSYGENET
409,12836,ARRB2,0.604,0.621,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.3,1,2008,2008,1,PSYGENET
438,12892,ASMT,0.72,0.276,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.32,1,2013,2014,2,PSYGENET
467,12896,ATF3,0.517,0.69,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.3,1,2008,2008,1,PSYGENET
468,12896,ATF4,0.57,0.621,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.3,1,2008,2008,1,PSYGENET
478,13010,ATP1A3,0.58,0.379,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.4,1,2012,2012,1,PSYGENET
488,13014,ATP2A2,0.572,0.552,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.3,1,2001,2004,2,PSYGENET
573,13805,BAG1,0.573,0.621,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.3,1,2008,2008,1,PSYGENET
596,13849,BCL2,0.312,0.862,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.3,1,2006,2014,5,PSYGENET
627,13872,BDNF,0.382,0.828,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.6,1,2003,2018,7,PSYGENET
672,14071,BRCA1,0.41,0.862,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.34,1,1998,2013,5,PSYGENET
775,14309,CACNA1C,0.575,0.517,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.36,0.8,2010,2016,5,PSYGENET
805,14420,CALM2,0.472,0.793,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.34,0.8,2005,2014,5,PSYGENET
815,14635,CAMK2A,0.672,0.31,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.31,1,2011,2011,1,PSYGENET
866,270076,SERPINA6,0.627,0.655,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.3,1,2010,2010,1,PSYGENET
1012,14751,CDH13,0.529,0.793,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.3,1,2012,2012,1,PSYGENET
1029,227753,CDKN2A,0.321,0.828,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.31,1,2003,2014,3,PSYGENET
1103,15233,CHAT,0.559,0.655,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.32,0.5,2009,2011,2,PSYGENET
1129,15288,CHRM2,0.596,0.586,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.34,1,2002,2011,4,PSYGENET
1135,15288,CHRNA2,0.727,0.31,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.3,1,2009,2009,1,PSYGENET
1137,15356,CHRNA4,0.521,0.586,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.32,1,2008,2012,3,PSYGENET
1142,15356,CHRNB3,0.727,0.207,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.3,1,2009,2009,1,PSYGENET
1240,18609,CMKLR1,0.696,0.483,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.3,1,2012,2012,1,PSYGENET
1268,16449,CNR1,0.47,0.69,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.36,1,2005,2015,5,PSYGENET
1269,16449,CNR2,0.554,0.621,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.54,1,2007,2014,5,PSYGENET
1270,16449,CNTF,0.621,0.414,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.31,1,2005,2012,4,PSYGENET
1312,268482,COMT,0.426,0.897,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.4,1,1983,2018,5,PSYGENET
1385,15450,CREB1,0.494,0.793,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.4,1,2003,2014,5,PSYGENET
1392,16956,CRH,0.456,0.759,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.6,1,1992,2018,7,PSYGENET
1393,16956,CRHBP,0.701,0.345,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.32,1,1997,2010,3,PSYGENET
1394,16956,CRHR1,0.545,0.69,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.4,1,2004,2016,5,PSYGENET
1395,16956,CRHR2,0.596,0.655,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.32,1,2003,2009,4,PSYGENET
1407,16511,CRY1,0.619,0.586,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.31,1,2013,2013,2,PSYGENET
1408,17161,CRY2,0.648,0.552,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.32,1,2010,2014,4,PSYGENET
1557,17986,CYP2C19,0.501,0.793,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.33,1,2001,2012,4,PSYGENET
1565,18015,CYP2D6,0.461,0.724,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.4,0.8,1996,2014,5,PSYGENET
1607,18145,DGKB,0.785,0.207,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.3,1,2011,2011,1,PSYGENET
1621,53885,DBH,0.557,0.621,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.34,1,1994,2014,5,PSYGENET
1636,18242,ACE,0.367,0.897,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.4,1,1996,2017,1,PSYGENET
1742,18634,DLG4,0.648,0.448,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.3,1,2010,2010,1,PSYGENET
1803,18822,DPP4,0.5,0.69,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.31,1,2012,2015,2,PSYGENET
1808,54128,DPYSL2,0.63,0.517,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.3,1,2009,2009,1,PSYGENET
1812,54128,DRD1,0.555,0.517,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.31,1,2007,2014,3,PSYGENET
1813,54128,DRD2,0.454,0.724,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.5,1,2002,2015,5,PSYGENET
1814,54128,DRD3,0.527,0.552,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.32,1,2007,2013,5,PSYGENET
1815,54128,DRD4,0.536,0.414,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.4,1,1998,2018,5,PSYGENET
1843,18994,DUSP1,0.528,0.69,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.31,0.8,2005,2015,5,PSYGENET
1846,19044,DUSP4,0.659,0.448,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.3,1,2001,2005,2,PSYGENET
1848,19044,DUSP6,0.548,0.724,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.4,1,2005,2005,1,PSYGENET
1960,19645,EGR3,0.645,0.586,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.3,1,2009,2009,1,PSYGENET
2099,11304,ESR1,0.355,0.897,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.37,0.8,2011,2018,5,PSYGENET
2260,11634,FGFR1,0.388,0.759,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.6,1,2004,2013,5,PSYGENET
2263,238055,FGFR2,0.398,0.759,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.3,1,2004,2009,2,PSYGENET
2289,57279,FKBP5,0.572,0.655,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.4,0.6,2008,2018,5,PSYGENET
2346,12751,FOLH1,0.584,0.724,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.31,1,2007,2007,1,PSYGENET
2551,17855,GABPA,0.454,0.828,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.3,1,2014,2014,1,PSYGENET
2556,17855,GABRA3,0.663,0.483,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.3,1,2010,2010,1,PSYGENET
2559,17970,GABRA6,0.672,0.379,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.31,1,2006,2006,1,PSYGENET
2562,17970,GABRB3,0.572,0.517,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.33,1,2002,2013,5,PSYGENET
2571,18010,GAD1,0.542,0.724,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.32,1,2008,2015,4,PSYGENET
2596,67041,GAP43,0.624,0.517,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.31,1,1998,1998,1,PSYGENET
2688,20494,GH1,0.438,0.793,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.3,0.666666666666667,1997,1999,3,PSYGENET
2739,211389,GLO1,0.592,0.621,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.5,1,2006,2012,2,PSYGENET
2752,21410,GLUL,0.557,0.586,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.31,1,2005,2005,1,PSYGENET
2784,12021,GNB3,0.533,0.724,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.35,1,2002,2015,5,PSYGENET
2847,434437,MCHR1,0.69,0.31,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.32,1,2005,2013,5,PSYGENET
2876,22589,GPX1,0.498,0.759,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.31,1,2013,2013,1,PSYGENET
2890,12260,GRIA1,0.636,0.414,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.32,0.6,2013,2015,5,PSYGENET
2892,12260,GRIA3,0.648,0.414,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.32,1,2010,2013,3,PSYGENET
2894,12260,GRID1,0.762,0.276,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.3,1,2012,2013,3,PSYGENET
2896,12961,GRN,0.476,0.724,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.4,1,2010,2012,3,PSYGENET
2899,12961,GRIK3,0.727,0.379,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.31,1,2010,2010,1,PSYGENET
2903,12961,GRIN2A,0.577,0.414,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.31,1,2006,2013,4,PSYGENET
2904,12961,GRIN2B,0.561,0.483,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.31,0.8,2010,2015,5,PSYGENET
2908,58992,NR3C1,0.427,0.793,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.6,0.8,1999,2018,6,PSYGENET
2911,58992,GRM1,0.555,0.586,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.31,1,2002,2014,5,PSYGENET
2917,14061,GRM7,0.659,0.414,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.32,1,2010,2016,5,PSYGENET
2925,14161,GRPR,0.609,0.517,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.3,1,2011,2011,1,PSYGENET
2932,14161,GSK3B,0.488,0.793,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.52,1,2008,2017,5,PSYGENET
2944,14308,GSTM1,0.403,0.828,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.32,0.75,1993,2012,4,PSYGENET
2952,14308,GSTT1,0.419,0.862,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.3,1,2008,2008,1,PSYGENET
2973,15212,GTS,0.773,0.31,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.31,1,1995,1995,1,PSYGENET
2996,22359,GYPE,0.681,0.621,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.31,1,1989,2012,2,PSYGENET
3060,18823,HCRT,0.579,0.724,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.33,1,2009,2018,5,PSYGENET
3061,18823,HCRTR1,0.713,0.241,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.3,1,2011,2013,2,PSYGENET
3064,227099,HTT,0.579,0.517,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.4,1,2004,2015,4,PSYGENET
3084,20215,NRG1,0.506,0.759,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.3,1,2007,2009,2,PSYGENET
3240,16192,HP,0.461,0.793,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.31,0.6666667,1984,1994,3,PSYGENET
3290,16175,HSD11B1,0.577,0.655,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.31,1,2012,2012,1,PSYGENET
3350,12475,HTR1A,0.529,0.621,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.4,1,1999,2016,5,PSYGENET
3351,12475,HTR1B,0.565,0.483,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.34,1,2006,2014,5,PSYGENET
3352,12475,HTR1D,0.707,0.276,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.31,1,1994,2012,2,PSYGENET
3356,21354,HTR2A,0.488,0.759,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.4,1,1997,2016,5,PSYGENET
3358,21354,HTR2C,0.579,0.414,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.39,1,2004,2016,5,PSYGENET
3359,21354,HTR3A,0.639,0.31,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.33,1,2009,2012,4,PSYGENET
3360,21354,HTR4,0.645,0.552,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.31,1,2009,2015,4,PSYGENET
3363,21354,HTR7,0.607,0.379,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.52,1,2004,2013,6,PSYGENET
3479,12504,IGF1,0.355,0.828,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.33,1,1997,2015,5,PSYGENET
3552,17972,IL1A,0.366,0.931,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.34,0.8,1999,2017,5,PSYGENET
3553,16409,IL1B,0.312,0.931,C0011581,Depressive disorder,disease,F03,Mental or Behavioral Dysfunction,0.4,0.8,1999,2017,5,PSYGENET
